Timestamp,Suhu (°C),Kelembaban (%Rh),Asap,Api
2023-08-14 10:02:53.617704,29.0,47.0,0,0
2023-08-14 10:03:03.602842,29.0,47.0,0,0
2023-08-14 10:03:05.392640,29.0,47.0,0,0
2023-08-14 10:03:08.546918,29.0,47.0,0,0
2023-08-14 10:03:34.847732,29.0,47.0,0,0
2023-08-14 10:03:36.739673,29.0,47.0,0,0
2023-08-14 10:03:39.906361,29.0,47.0,0,0
2023-08-14 10:03:41.810245,29.0,47.0,0,0
2023-08-14 10:03:43.727895,29.0,47.0,0,0
2023-08-14 10:03:46.190669,29.0,47.0,0,0
